Rank,Title,Year,Runtime,Genre,Plot,Language,Poster,Metascore,rating,imdb_title,tomatoURL
122,The Third Man,1949,93 min,"Film-Noir, Mystery, Thriller","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","English, German, Russian",https://images-na.ssl-images-amazon.com/images/M/MV5BZjQxYmRkMjgtMmZkZi00ZDYyLTk5OTktZWZjZTEzNGZlMWEwXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,N/A,8.3,tt0041959,http://www.rottentomatoes.com/m/the-third-man/
123,Children of Heaven,1997,89 min,"Drama, Family","After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Persian,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.4,tt0118849,http://www.rottentomatoes.com/m/the-children-of-heaven/
124,Heat,1995,170 min,"Action, Crime, Drama","A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist, while both sides attempt to find balance between their personal lives with their professional lives.","English, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,76,8.2,tt0113277,http://www.rottentomatoes.com/m/1068182-heat/
125,The Great Escape,1963,172 min,"Adventure, Drama, History",Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,"English, German, French, Russian, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MTQwNDI3Nl5BMl5BanBnXkFtZTcwNDk4MTkzNA@@._V1_SX300.jpg,N/A,8.2,tt0057115,http://www.rottentomatoes.com/m/secrets-of-the-great-wall2004/
126,Chinatown,1974,130 min,"Drama, Mystery, Thriller","A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.","English, Cantonese, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BYWRkNGJhMmEtMWM3Ni00MDc3LThhMTQtMWI2OTMxYmE5MTZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,86,8.2,tt0071315,http://www.rottentomatoes.com/m/chinatown/
127,Ikiru,1952,143 min,Drama,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,Japanese,https://images-na.ssl-images-amazon.com/images/M/MV5BMWU4NmM5OTgtODk1MC00NThiLThkNjMtOWM5MGIzYjEyNmY5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,N/A,8.3,tt0044741,http://www.rottentomatoes.com/m/ikiru/
128,Pan's Labyrinth,2006,118 min,"Drama, Fantasy, War","In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Spanish,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SX300.jpg,98,8.2,tt0457430,http://www.rottentomatoes.com/m/pans_labyrinth/
129,My Neighbor Totoro,1988,86 min,"Animation, Family, Fantasy","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Japanese,https://images-na.ssl-images-amazon.com/images/M/MV5BYmY0NWJiMmUtMzUyZi00YTAzLWE3OWEtYjc4MmM0ZWUyOWFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,8.2,tt0096283,http://www.rottentomatoes.com/m/my_neighbor_totoro/
130,Baby Driver,2017,113 min,"Action, Crime, Music","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_SX300.jpg,83,8.5,tt3890160,http://www.rottentomatoes.com/m/baby_driver/
131,Inside Out,2015,95 min,"Animation, Adventure, Comedy","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg,94,8.2,tt2096673,http://www.rottentomatoes.com/m/inside_out_2015/
132,Ran,1985,162 min,"Action, Drama","In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Japanese,https://images-na.ssl-images-amazon.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,96,8.2,tt0089881,http://www.rottentomatoes.com/m/ran/
133,The Gold Rush,1925,95 min,"Adventure, Comedy, Drama",A prospector goes to the Klondike in search of gold and finds it and more.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,8.2,tt0015864,http://www.rottentomatoes.com/m/the-gold-rush/
134,On the Waterfront,1954,108 min,"Crime, Drama, Thriller",An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BMjFiZDg3MDgtOTdiNC00ZGFiLWIyN2ItNDhkNGI5ZThkOTE3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,88,8.2,tt0047296,http://www.rottentomatoes.com/m/on_the_waterfront/
135,The Secret in Their Eyes,2009,129 min,"Drama, Mystery, Romance",A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Spanish,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_SX300.jpg,80,8.2,tt1305806,http://www.rottentomatoes.com/m/secret_in_their_eyes/
136,Room,2015,118 min,Drama,A young boy is raised within the confines of a small shed.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_SX300.jpg,86,8.2,tt3170832,http://www.rottentomatoes.com/m/room_2015/
137,The Bridge on the River Kwai,1957,161 min,"Adventure, Drama, War","After settling his differences with a Japanese PoW camp commander, a British colonel co-operates to oversee his men's construction of a railway bridge for their captors - while oblivious to a plan by the Allies to destroy it.","English, Japanese, Thai",https://images-na.ssl-images-amazon.com/images/M/MV5BZTZmNjgyZmUtOTI2MC00MDI4LWJjOTgtNjc2YTc4YTk0ZWJjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,8.2,tt0050212,http://www.rottentomatoes.com/m/bridge_on_the_river_kwai/
138,Blade Runner,1982,117 min,"Sci-Fi, Thriller",A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"English, German, Cantonese, Japanese, Hungarian",https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,89,8.2,tt0083658,http://www.rottentomatoes.com/m/blade_runner/
139,Howl's Moving Castle,2004,119 min,"Animation, Adventure, Family","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Japanese,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_SX300.jpg,80,8.2,tt0347149,http://www.rottentomatoes.com/m/howls_moving_castle/
140,La La Land,2016,128 min,"Comedy, Drama, Music",A jazz pianist falls for an aspiring actress in Los Angeles.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_SX300.jpg,93,8.2,tt3783958,http://www.rottentomatoes.com/m/la_la_land/
141,Incendies,2010,131 min,"Drama, Mystery, War","Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.","French, Arabic, English",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNTA3Njk4M15BMl5BanBnXkFtZTcwMzkzMzY3Mw@@._V1_SX300.jpg,80,8.2,tt1255953,http://www.rottentomatoes.com/m/incendies/
142,Judgment at Nuremberg,1961,186 min,"Drama, War","In 1948, an American court in occupied Germany tries four Nazi judges for war crimes.","English, German",https://images-na.ssl-images-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_SX300.jpg,N/A,8.3,tt0055031,http://www.rottentomatoes.com/m/judgment_at_nuremburg/
143,The Seventh Seal,1957,96 min,"Drama, Fantasy","A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","Swedish, Latin",https://images-na.ssl-images-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.2,tt0050976,http://www.rottentomatoes.com/m/seventh_seal/
144,"Lock, Stock and Two Smoking Barrels",1998,107 min,"Comedy, Crime","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,66,8.2,tt0120735,http://www.rottentomatoes.com/m/lock_stock_and_two_smoking_barrels/
145,Mr. Smith Goes to Washington,1939,129 min,"Comedy, Drama","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,8.2,tt0031679,http://www.rottentomatoes.com/m/can_mr_smith_get_to_washington_anymore/
146,Casino,1995,178 min,"Crime, Drama","Greed, deception, money, power, and murder occur between two best friends: a mafia underboss and a casino owner, for a trophy wife over a gambling empire.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,73,8.2,tt0112641,http://www.rottentomatoes.com/m/1067987-casino/
147,A Beautiful Mind,2001,135 min,"Biography, Drama","After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,72,8.2,tt0268978,http://www.rottentomatoes.com/m/beautiful_mind/
148,Logan,2017,137 min,"Action, Drama, Sci-Fi","In the near future, a weary Logan cares for an ailing Professor X somewhere on the Mexican border. However, Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.","English, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwODQwNTg4OV5BMl5BanBnXkFtZTgwMTk4MTAzMjI@._V1_SX300.jpg,77,8.3,tt3315342,https://www.rottentomatoes.com/m/logan_2017
149,The Elephant Man,1980,124 min,"Biography, Drama","A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous facade, there is revealed a person of intelligence and sensitivity.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,8.2,tt0080678,http://www.rottentomatoes.com/m/1006527-elephant_man/
150,Andrei Rublev,1966,205 min,"Biography, Drama, History","The life, times and afflictions of the fifteenth-century Russian iconographer.","Russian, Italian, Tatar",https://images-na.ssl-images-amazon.com/images/M/MV5BMjhkN2Q3MzctNzJiOC00OTc5LWIwOWYtNWRiYWUyMDk0MGZiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,8.3,tt0060107,http://www.rottentomatoes.com/m/andrei_rublev/
151,Wild Strawberries,1957,91 min,"Drama, Romance","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","Swedish, Latin",https://images-na.ssl-images-amazon.com/images/M/MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@._V1_SX300.jpg,N/A,8.2,tt0050986,http://www.rottentomatoes.com/m/wild_strawberries/
152,V for Vendetta,2005,132 min,"Action, Drama, Thriller","In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,62,8.2,tt0434409,http://www.rottentomatoes.com/m/v_for_vendetta/
153,The General,1926,67 min,"Action, Adventure, Comedy","When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BODQxMzMyNTY5Nl5BMl5BanBnXkFtZTcwMDMyNTk3OA@@._V1_SX300.jpg,N/A,8.2,tt0017925,http://www.rottentomatoes.com/m/1008166-general/
154,The Wolf of Wall Street,2013,180 min,"Biography, Comedy, Crime","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","English, French",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg,75,8.2,tt0993846,http://www.rottentomatoes.com/m/the_wolf_of_wall_street_2013/
155,Warrior,2011,140 min,"Action, Drama, Sport","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","English, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX300.jpg,71,8.2,tt1291584,http://www.rottentomatoes.com/m/1212910-warrior/
156,The Bandit,1996,128 min,"Crime, Drama, Thriller","The epic adventures of the legendary Baran the Bandit following his release from prison. After serving 35 years, it is no surprise that the world has changed dramatically. Still, Baran ...",Turkish,https://images-na.ssl-images-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,N/A,8.4,tt0116231,http://www.rottentomatoes.com/m/the_bandit_1996/
157,Trainspotting,1996,94 min,Drama,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,83,8.2,tt0117951,http://www.rottentomatoes.com/m/trainspotting/
158,Sunrise,1927,94 min,"Drama, Romance",An allegorical tale about a man fighting the good and evil within him. Both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BOWQ1YmJkODYtMTJmYi00ZjczLWEyYWYtNWMzYTA3OWU2NmI2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,N/A,8.3,tt0018455,http://www.rottentomatoes.com/m/sunrise/
159,Dial M for Murder,1954,105 min,"Crime, Film-Noir, Thriller","An ex-tennis pro carries out a plot to murder his wife. When things go wrong, he improvises a brilliant plan B.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,8.2,tt0046912,http://www.rottentomatoes.com/m/dial_m_for_murder/
160,Gran Torino,2008,116 min,Drama,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.","English, Hmong",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg,72,8.2,tt1205489,http://www.rottentomatoes.com/m/gran_torino/
161,The Deer Hunter,1978,183 min,"Drama, War",An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,"English, Russian, Vietnamese, French",https://images-na.ssl-images-amazon.com/images/M/MV5BNjMxZWIyYzQtNjYzNy00NTk1LTg3ZDEtZDRmZmMxYmY4YmVjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,81,8.2,tt0077416,http://www.rottentomatoes.com/m/deer_hunter/
162,Hacksaw Ridge,2016,139 min,"Biography, Drama, History","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.","English, Japanese",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_SX300.jpg,71,8.2,tt2119532,http://www.rottentomatoes.com/m/hacksaw_ridge/
163,Gone with the Wind,1939,238 min,"Drama, History, Romance",A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BYWQwOWVkMGItMDU2Yy00YjIzLWJkMjEtNmVkZjE3MjMwYzEzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,97,8.2,tt0031381,http://www.rottentomatoes.com/m/gone_with_the_wind/
164,Fargo,1996,98 min,"Crime, Drama, Thriller",Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg,85,8.1,tt0116282,http://www.rottentomatoes.com/m/fargo/
165,The Big Lebowski,1998,117 min,"Comedy, Crime","""The Dude"" Lebowski, mistaken for a millionaire Lebowski, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","English, German, Hebrew, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BZTFjMjBiYzItNzU5YS00MjdiLWJkOTktNDQ3MTE3ZjY2YTY5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,69,8.2,tt0118715,http://www.rottentomatoes.com/m/big_lebowski/
166,The Sixth Sense,1999,107 min,"Drama, Mystery, Thriller",A boy who communicates with spirits that don't know they're dead seeks the help of a disheartened child psychologist.,"English, Latin, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,64,8.1,tt0167404,http://www.rottentomatoes.com/m/sixth_sense/
167,The Thing,1982,109 min,"Horror, Mystery, Sci-Fi",A research facility in Antarctica comes across an alien force that can become anything it touches with 100% accuracy. The members must now find out who's human and who's not before it's too late.,"English, Norwegian",https://images-na.ssl-images-amazon.com/images/M/MV5BNDcyZmFjY2YtN2I1OC00MzU3LWIzZGEtZDA5N2VlNDJjYWI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,57,8.2,tt0084787,http://www.rottentomatoes.com/m/1021244-thing/
168,Finding Nemo,2003,100 min,"Animation, Adventure, Comedy","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,90,8.1,tt0266543,http://www.rottentomatoes.com/m/finding_nemo/
169,Tokyo Story,1953,136 min,Drama,An old couple visit their children and grandchildren in the city; but the children have little time for them.,"Japanese, English",https://images-na.ssl-images-amazon.com/images/M/MV5BYmUwN2VjZjAtZjg1Ny00OTk3LTg5MWYtMTA0OGM5Njk5NmQxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.2,tt0046438,http://www.rottentomatoes.com/m/tokyo_story/
170,No Country for Old Men,2007,122 min,"Crime, Drama, Thriller",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"English, Spanish",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg,91,8.1,tt0477348,http://www.rottentomatoes.com/m/no_country_for_old_men/
171,Rang De Basanti,2006,157 min,"Comedy, Drama, History","This story is about six friends who help an English filmmaker create a documentary about Indian freedom struggle. During filming, this group of friends learn about those before them and the importance of fighting for their rights.","Hindi, Panjabi, English",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNzA5MjAwN15BMl5BanBnXkFtZTcwMzY5MzIzMQ@@._V1_SX300.jpg,N/A,8.3,tt0405508,http://www.rottentomatoes.com/m/fighting-corruption-at-every-level/
172,The Passion of Joan of Arc,1928,114 min,"Biography, Drama, History","A chronicle of the trial of Jeanne d'Arc on charges of heresy, and the efforts of her ecclesiastical jurists to force Jeanne to recant her claims of holy visions.",French,https://images-na.ssl-images-amazon.com/images/M/MV5BZDM0NzdhMGItM2Y2Yy00MzM4LTgwY2YtYzQwYWQ5YzRiZDdhXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,N/A,8.3,tt0019254,http://www.rottentomatoes.com/m/passion_of_joan_of_arc/
173,Cool Hand Luke,1967,126 min,"Crime, Drama",A man refuses to conform to life in a rural prison.,English,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,8.2,tt0061512,http://www.rottentomatoes.com/m/cool_hand_luke/
174,Rebecca,1940,130 min,"Drama, Mystery, Romance",A self-conscious bride is tormented by the memory of her husband's dead first wife.,"English, French",https://images-na.ssl-images-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,8.2,tt0032976,http://www.rottentomatoes.com/m/1017293-rebecca/
175,A Wednesday,2008,104 min,"Crime, Drama, Mystery",A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,"Hindi, English",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzODEzMjE1MTJeQTJeQWpwZ15BbWU3MDE3NjQ5Mzk@._V1_SX300.jpg,N/A,8.3,tt1280558,http://www.rottentomatoes.com/m/a-wednesday/
176,There Will Be Blood,2007,158 min,"Drama, History","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","English, American Sign Language",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SX300.jpg,92,8.1,tt0469494,http://www.rottentomatoes.com/m/there_will_be_blood/
177,How to Train Your Dragon,2010,98 min,"Animation, Action, Adventure","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,74,8.1,tt0892769,http://www.rottentomatoes.com/m/1194522-how_to_train_your_dragon/
178,Kill Bill: Vol. 1,2003,111 min,"Action, Crime, Thriller",The Bride wakens from a four-year coma. The child she carried in her womb is gone. Now she must wreak vengeance on the team of assassins who betrayed her - a team she was once part of.,"English, Japanese, French",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDg1Mzg4M15BMl5BanBnXkFtZTYwMDExOTc3._V1_SX300.jpg,69,8.1,tt0266697,http://www.rottentomatoes.com/m/kill_bill_vol_1/
179,Come and See,1985,142 min,"Drama, War","After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.","Belarusian, Russian, German",https://images-na.ssl-images-amazon.com/images/M/MV5BY2E3NzNlZGYtMGNmMS00ZGUzLThiYWItYjk0MDQ4MmFlZmUzXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_SX300.jpg,N/A,8.3,tt0091251,http://www.rottentomatoes.com/m/1036052-come_and_see/
180,Mary and Max,2009,92 min,"Animation, Comedy, Drama","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.","English, Yiddish",https://images-na.ssl-images-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.2,tt0978762,http://www.rottentomatoes.com/m/1209767-mary_and_max/
181,Gone Girl,2014,149 min,"Crime, Drama, Mystery","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",English,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg,79,8.1,tt2267998,http://www.rottentomatoes.com/m/gone_girl/
182,Into the Wild,2007,148 min,"Adventure, Biography, Drama","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","English, Danish",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SX300.jpg,73,8.1,tt0758758,http://www.rottentomatoes.com/m/into_the_wild/
